Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOB Value (USD)
2016,06,1000 100,12074090,--OTHER,Turkey,,,"799,634.00","798,000.00","17,627,622.78","807,432.44"
2016,06,1000 100,12079990,--OTHER,India,,,"682,970.00","681,600.00","17,415,166.85","797,700.91"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",New Zealand,,,"120,285.00","118,800.00","16,904,690.57","774,318.56"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",South Africa,,,"1,339,674.00","1,337,000.00","16,853,325.69","771,965.80"
2016,06,1000 100,07132000,"Dried chickpeas, shelled",United Arab Emirates,,,"835,668.00","834,000.00","16,841,000.50","771,401.24"
2016,06,1071 100,07020000,Tomatoes fresh or chilled,Somalia,,,"2,324,477.00","1,929,921.00","15,510,526.69","710,458.95"
2016,06,3052 505,61152900,--Other panty hose and tights: of other textile materials,Germany,,,"39,992.18","36,936.60","15,121,558.06","692,642.26"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Canada,,,"116,704.00","115,200.00","15,030,224.28","688,458.72"
2016,06,1071 100,06031100,--Roses,United Kingdom,,,"192,676.00","169,642.88","14,512,740.08","664,755.38"
2016,06,1000 101,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Germany,,,"153,600.00","153,600.00","14,508,722.20","664,571.34"
2016,06,1000 100,09041100,Dried pepper (excl. crushed or ground),Sudan,,,"219,064.00","218,570.00","14,348,174.52","657,217.46"
2016,06,3052 505,85171200,-- Telephone for cellular networks or for other wireless networks,Togo,"71,880",UN,"15,961.98","14,919.61","14,163,425.79","648,755.06"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Greece,,,"219,218.00","216,900.00","13,889,936.95","636,227.91"
2016,06,1000 100,71031000,-Unworked or simply sawn or roughly shaped,India,,,787.52,705.78,"13,764,659.76","630,489.60"
2016,06,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"30,892,372",UN,"44,167.00","38,285.00","13,731,118.08","628,953.22"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Kenya,,,"1,637,088.80","1,636,470.00","13,663,325.47","625,847.99"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Russian Federation,,,"212,689.00","210,000.00","13,493,699.00","618,078.25"
2016,06,1000 101,10089010,--- teff,Israel,,,"463,067.30","461,958.60","13,478,405.85","617,377.75"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Russian Federation,,,"916,906.80","915,000.00","13,229,018.26","605,954.56"
2016,06,3052 505,61051000,"-MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED",Germany,"142,496",UN,"42,981.00","39,418.00","12,824,977.51","587,447.50"
2016,06,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",France,,,"252,928.00","249,600.00","12,783,285.34","585,537.79"
2016,06,1000 100,07133100,"Dried beans, shelled",Malaysia,,,"506,016.00","504,000.00","12,557,481.40","575,194.85"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",China,,,"86,500.85","84,750.00","12,404,834.58","568,202.87"
2016,06,1071 100,01022910,---OX,Saudi Arabia,929,UN,"297,280.00","297,280.00","12,208,502.88","559,209.90"
2016,06,1000 100,12074090,--OTHER,Japan,,,"495,029.80","494,000.00","12,026,910.54","550,892.08"
2016,06,1000 100,52052200,"Combed single cotton yarn, with >=85% cotton, nprs, >14mn but <=43mn",Turkey,,,"227,339.06","222,123.48","11,841,299.58","542,390.17"
2016,06,1071 100,06031100,--Roses,Saudi Arabia,,,"154,644.00","136,085.79","11,547,114.11","528,915.02"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Spain,,,"108,926.75","108,040.00","11,276,747.61","516,530.90"
2016,06,1000 100,01022910,---OX,Djibouti,812,UN,"282,490.00","282,490.00","10,692,071.59","489,749.84"
2016,06,1000 100,09024000,"BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG",Pakistan,,,"262,127.00","259,200.00","10,501,893.79","481,038.76"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",South Africa,,,"77,776.00","76,800.00","9,965,440.98","456,466.56"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Finland,,,"96,720.00","96,000.00","9,904,993.04","453,697.74"
2016,06,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Germany,"7,988,327",UN,"40,707.00","27,137.00","9,853,102.75","451,320.91"
2016,06,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Korea, Republic of",,,"97,200.00","96,000.00","9,813,775.60","449,519.53"
2016,06,1000 100,12079910,---STERALIZED NIGER SEED/NUG,United States,,,"336,182.00","334,659.20","9,228,952.78","422,731.75"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Turkey,,,"721,449.60","720,000.00","9,218,334.92","422,245.40"
2016,06,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,"22,673.80","22,083.80","9,067,116.91","415,318.87"
2016,06,1000 101,07132000,"Dried chickpeas, shelled",Pakistan,,,"481,056.00","480,000.00","8,746,095.12","400,614.48"
2016,06,1071 100,01061300,--CAMELS & OTHER CAMELIDS (CAMELIDAE),Saudi Arabia,666,UN,"159,845.00","159,845.00","8,744,753.88","400,553.04"
2016,06,1000 100,19059020,---Fresh Injera,United States,,,"175,874.90","164,028.00","8,712,333.84","399,068.05"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Pakistan,,,"673,344.00","672,000.00","8,707,221.09","398,833.86"
2016,06,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Thailand,,,"5,776.00","5,546.00","8,645,670.65","396,014.54"
2016,06,1000 100,07133100,"Dried beans, shelled",Indonesia,,,"361,440.00","360,000.00","8,482,094.65","388,521.95"
2016,06,1000 100,12074090,--OTHER,Viet Nam,,,"304,608.00","304,000.00","8,437,416.45","386,475.47"
2016,06,1000 100,12011000,-SEED,India,,,"881,760.00","880,000.00","8,328,128.60","381,469.54"
2016,06,3052 505,42032900,--other,United States,"107,208",2UN,"19,792.00","18,784.05","8,269,801.71","378,797.88"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Israel,,,"116,656.00","115,200.00","8,096,062.23","370,839.75"
2016,06,1071 100,06031100,--Roses,Norway,,,"105,562.00","92,893.56","8,093,674.40","370,730.38"
2016,06,1071 100,01041000,LIVE SHEEP,Saudi Arabia,"5,285",UN,"128,687.00","128,687.00","7,905,404.64","362,106.69"
2016,06,1000 100,01022910,---OX,Somalia,599,UN,"191,680.00","191,680.00","7,870,840.02","360,523.46"
2016,06,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Indonesia,,,"105,300.00","105,000.00","7,841,370.39","359,173.60"
2016,06,1000 101,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",France,,,"77,760.00","76,800.00","7,636,843.85","349,805.28"
2016,06,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Viet Nam,,,"143,007.40","140,000.00","7,554,035.16","346,012.23"
2016,06,3052 505,62042900,"--WOMEN'S OR GIRLS' ENSEMBLES OF OTHER TEXTILES, NES",France,"136,112",UN,"31,889.50","24,903.50","7,529,980.92","344,910.42"
2016,06,1000 100,12074090,--OTHER,United Arab Emirates,,,"380,743.30","379,983.33","7,474,834.54","342,384.45"
2016,06,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",Malaysia,,,"312,624.00","312,000.00","7,390,812.48","338,535.82"
2016,06,3052 505,85171200,-- Telephone for cellular networks or for other wireless networks,Rwanda,"44,640",UN,"7,483.53","7,072.53","7,266,600.18","332,846.28"
2016,06,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED","Taiwan, Province of China",,,"77,760.00","76,800.00","6,678,809.43","305,922.55"
2016,06,1000 100,64051000,"-FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS",Kenya,"58,080",2UN,"41,100.00","39,800.00","6,649,661.43","304,587.43"
2016,06,1000 100,09041200,"Pepper, crushed or ground",Sudan,,,"100,935.00","100,760.00","6,636,265.45","303,973.83"
2016,06,1000 100,09103000,Turmeric (curcuma),India,,,"277,324.00","276,500.00","6,510,397.59","298,208.46"
2016,06,1000 100,12074090,--OTHER,Sudan,,,"266,532.00","266,000.00","6,461,925.42","295,988.19"
2016,06,1071 100,17031000,Cane molasses resulting from the extraction or refining of sugar,Djibouti,,,"2,795,680.00","2,795,680.00","6,335,390.89","290,192.28"
2016,06,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,"15,447.50","15,085.00","6,335,048.84","290,176.62"
2016,06,1071 100,06031100,--Roses,United Arab Emirates,,,"80,017.04","70,397.23","5,966,800.99","273,309.04"
2016,06,1000 100,12079990,--OTHER,Italy,,,"226,760.00","226,000.00","5,902,719.06","270,373.77"
2016,06,3052 505,61112000,"-Babies' garments, etc, of cotton, knitted or crocheted",United States,"1,218,220",UN,"91,061.65","68,276.21","5,858,062.12","268,328.26"
2016,06,1000 100,12079990,--OTHER,United Kingdom,,,"233,450.80","233,000.00","5,820,443.04","266,605.12"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",United Arab Emirates,,,"360,713.00","359,993.00","5,763,487.29","263,996.27"
2016,06,1000 100,25232100,"--White cement,whether or not artificially coloured",Kenya,,,"2,600,130.00","2,600,000.00","5,378,764.80","246,374.07"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Portugal,,,"77,474.00","76,800.00","5,340,262.88","244,610.49"
2016,06,1071 100,25231000,-Cement clinkers,Djibouti,,,"3,000,000.00","3,000,000.00","5,254,671.17","240,689.97"
2016,06,3052 505,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",United States,"113,424",UN,"28,280.81","25,818.15","5,148,828.79","235,841.86"
2016,06,3052 505,63029900,"Toilet linen and kitchen linen of other textiles, nes",Spain,,,"45,641.35","36,036.26","5,131,556.16","235,050.69"
2016,06,1000 100,07129090,---Other vegetables,India,,,"7,853.30","6,675.26","5,124,188.22","234,713.20"
2016,06,1000 100,12074090,--OTHER,Hong Kong,,,"190,380.00","190,000.00","5,033,775.45","230,571.85"
2016,06,1000 100,12074090,--OTHER,Netherlands,,,"133,911.00","133,000.00","5,016,135.60","229,763.86"
2016,06,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,United States,"2,692,225",UN,"16,764.00","10,116.00","4,999,536.82","229,003.55"
2016,06,3052 505,58021100,"--Unbleached terry towelling and similar woven terry fabrics, of cotton",Netherlands,"106,990",M,"45,281.25","35,894.25","4,991,294.02","228,625.99"
2016,06,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),Saudi Arabia,,,"40,654.00","39,778.10","4,839,738.57","221,684.00"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Portugal,,,"529,056.00","528,000.00","4,798,728.47","219,805.53"
2016,06,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,"8,089.50","7,704.50","4,762,768.23","218,158.38"
2016,06,1000 100,12074090,--OTHER,Saudi Arabia,,,"166,713.64","166,360.00","4,629,519.22","212,054.91"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Norway,,,"57,137.00","56,400.00","4,562,526.53","208,986.31"
2016,06,3052 505,63041900,--other,Norway,"57,176",M2,"55,667.97","44,206.80","4,548,901.11","208,362.20"
2016,06,1000 100,19059020,---Fresh Injera,United Arab Emirates,,,"144,076.00","136,280.00","4,496,047.86","205,941.26"
2016,06,1000 100,07133900,"Dried beans, shelled, nes",Viet Nam,,,"440,840.00","440,000.00","4,391,409.88","201,148.32"
2016,06,1071 100,06031900,--Other cut flowers,United States,,,"32,596.05","28,680.53","4,343,926.55","198,973.35"
2016,06,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Belgium,"3,714,045",UN,"7,071.00","6,256.00","4,341,976.01","198,884.01"
2016,06,1000 100,12019000,-OTHER,"Korea, Democratic People's Rep. of",,,"480,960.00","480,000.00","4,324,128.96","198,066.53"
2016,06,1071 100,06021000,UNROOTED CUTTINGS AND SLIPS,Italy,"3,512,690",UN,"17,766.00","11,844.00","4,316,332.36","197,709.40"
2016,06,3052 505,63029900,"Toilet linen and kitchen linen of other textiles, nes",Slovenia,,,"36,407.25","29,691.90","4,258,521.88","195,061.40"
2016,06,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Viet Nam,,,"3,908.00","3,718.50","4,042,424.68","185,163.07"
2016,06,1071 100,08039000,-OTHER,Somalia,,,"759,110.00","759,110.00","3,993,330.15","182,914.30"
2016,06,1000 100,01041000,LIVE SHEEP,Saudi Arabia,"2,784",UN,"67,232.00","67,232.00","3,940,933.79","180,514.29"
2016,06,1071 100,01022910,---OX,Qatar,299,UN,"95,680.00","95,680.00","3,937,436.89","180,354.11"
2016,06,3052 505,63022100,Printed bed-linen of cotton (excl. knitted or crocheted),Germany,,,"33,990.00","31,201.00","3,935,057.33","180,245.12"
2016,06,3052 505,64059000,-Other,Canada,"16,614",2UN,"14,784.00","9,141.00","3,868,878.99","177,213.82"
2016,06,1000 505,61099000,"-T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",United States,"147,660",UN,"44,319.25","39,590.05","3,839,519.61","175,869.02"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Denmark,,,"76,800.00","76,800.00","3,800,179.50","174,067.04"
2016,06,1000 100,12074090,--OTHER,United States,,,"114,228.00","114,000.00","3,795,645.96","173,859.39"
2016,06,1000 100,07020000,Tomatoes fresh or chilled,Djibouti,,,"925,946.00","769,102.00","3,784,964.82","173,370.14"
2016,06,1000 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Italy,,,"11,932.00","11,672.00","3,779,218.40","173,106.92"
2016,06,1000 100,12101000,"Hop cones (excl. ground, powdered or pellets), fresh or dried",Sudan,,,"111,083.00","110,880.00","3,644,760.02","166,948.06"
2016,06,1071 100,25232100,"--White cement,whether or not artificially coloured",Kenya,,,"1,920,096.00","1,920,000.00","3,582,556.84","164,098.85"
2016,06,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Sudan,,,"56,144.00","55,680.00","3,569,190.80","163,486.62"
2016,06,1000 101,63041900,--other,Italy,"65,615",M2,"43,322.00","42,217.00","3,553,958.75","162,788.91"
2016,06,1000 100,07136000,-PIGEON PEAS (CAJANUS CAJAN),India,,,"144,288.00","144,000.00","3,549,974.40","162,606.41"
2016,06,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Italy,,,"4,038.40","3,876.90","3,543,143.67","162,293.53"
2016,06,1071 100,25232900,--other,Djibouti,,,"1,507,500.00","1,500,000.00","3,521,563.36","161,305.05"
2016,06,1000 100,07031000,"Onions and shallots, fresh or chilled",Djibouti,,,"948,165.00","937,435.00","3,312,161.44","151,713.40"
2016,06,1000 100,06021000,UNROOTED CUTTINGS AND SLIPS,Netherlands,"4,106,301",UN,"10,858.00","9,133.80","3,271,278.13","149,840.74"
2016,06,1000 100,08101000,"Strawberries, fresh",Saudi Arabia,,,"46,700.00","33,670.00","3,183,624.87","145,825.79"
2016,06,3052 505,61072100,"--MEN'S OR BOYS' PYJAMAS OF COTTON, KNITTED OR CROCHETED",Germany,"31,000",UN,"10,896.00","9,988.00","3,174,144.56","145,391.54"
2016,06,3052 505,64059000,-Other,Kenya,"23,232",2UN,"11,000.00","10,800.00","3,154,563.92","144,494.65"
2016,06,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,China,,,"10,300.03","9,920.52","3,151,402.05","144,349.82"
2016,06,1071 100,20089900,"--Other fruit, etc, prepared or preserved, nes",United Arab Emirates,,,"4,959.09","2,543.79","3,139,603.22","143,809.38"
2016,06,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Philippines,,,"4,141.90","3,997.40","3,125,839.39","143,178.93"
2016,06,3052 505,85171200,-- Telephone for cellular networks or for other wireless networks,Tonga,"15,040",UN,"3,380.42","3,191.12","3,113,872.87","142,630.80"
2016,06,1071 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",United States,,,"58,320.00","57,600.00","3,097,091.44","141,862.13"
2016,06,1000 100,12079990,--OTHER,Belgium,,,"116,195.00","116,000.00","3,081,742.52","141,159.07"
2016,06,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),Bahrain,,,"25,342.50","24,879.50","3,037,744.00","139,143.72"
2016,06,1000 100,07132000,"Dried chickpeas, shelled",Jordan,,,"132,264.00","132,000.00","3,032,951.46","138,924.20"
2016,06,1071 100,01041000,LIVE SHEEP,Djibouti,"2,097",UN,"52,231.00","52,231.00","2,961,632.83","135,657.45"
2016,06,1000 100,54076900, -- Other,"Iran, Islamic Republic of","191,022",M,"43,870.00","43,034.00","2,932,896.63","134,341.19"
2016,06,1071 100,01022910,---OX,Egypt,223,UN,"71,360.00","71,360.00","2,932,059.24","134,302.84"
2016,06,1000 100,12079910,---STERALIZED NIGER SEED/NUG,India,,,"120,240.00","120,000.00","2,900,330.40","132,849.50"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Bulgaria,,,"57,600.00","57,600.00","2,873,843.13","131,636.25"
2016,06,1000 100,07011000,Seed potatoes,Djibouti,,,"607,700.00","595,546.00","2,870,342.82","131,475.92"
2016,06,1000 100,07132000,"Dried chickpeas, shelled",Turkey,,,"115,230.00","115,000.00","2,832,730.31","129,753.08"
2016,06,1000 100,68041000,"-Millstones and grindstones for milling, grinding or pulping",Denmark,,,"128,280.00","123,992.00","2,830,492.55","129,650.58"
2016,06,3052 505,61083200,"--WOMEN'S OR GIRLS' PYJAMAS, ETC, OF MAN-MADE FIBRES, KNITTED OR CROCHETED",Germany,"28,000",UN,"10,280.00","9,570.00","2,772,305.20","126,985.31"
2016,06,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Indonesia,,,"2,645.00","2,542.50","2,720,085.04","124,593.37"
2016,06,1000 100,02042100,Fresh or chilled sheep carcasses and half carcasses (excl. lamb),United Arab Emirates,,,"30,166.02","29,694.17","2,680,929.34","122,799.84"
2016,06,3052 505,61119000,"-Babies' garments, etc, of other textiles,nes, knitted or crocheted",United States,"535,068",UN,"33,868.72","27,936.09","2,608,399.33","119,477.61"
2016,06,1000 100,02061000,Fresh or chilled edible bovine offal,Viet Nam,,,"27,530.00","27,500.00","2,596,382.16","118,927.16"
2016,06,1000 100,61091000,"-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",Germany,"74,595",UN,"10,170.30","9,218.10","2,587,069.54","118,500.60"
2016,06,1000 100,42022110,---hand made hand bags with outer surface of leather or composition leather.,United States,"3,192",UN,"1,470.41","1,354.61","2,566,630.98","117,564.41"
2016,06,1000 100,07129090,---Other vegetables,Djibouti,,,"3,859.00","3,280.15","2,509,321.30","114,939.35"
2016,06,1000 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,"8,584.00","8,288.00","2,494,131.43","114,243.57"
2016,06,1071 100,06031900,--Other cut flowers,Japan,,,"30,596.40","26,842.96","2,474,841.45","113,360.00"
2016,06,1000 100,07132000,"Dried chickpeas, shelled",India,,,"120,240.00","120,000.00","2,469,600.54","113,119.94"
2016,06,1071 100,07132000,"Dried chickpeas, shelled",Pakistan,,,"120,240.00","120,000.00","2,465,492.16","112,931.75"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Mexico,,,"18,225.00","18,000.00","2,441,371.57","111,826.91"
2016,06,1000 100,61091000,"-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",United States,"68,935",UN,"9,104.60","8,277.98","2,410,350.21","110,405.98"
2016,06,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",India,,,"100,200.00","100,000.00","2,405,341.14","110,176.54"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Germany,,,"188,492.80","188,000.00","2,358,068.01","108,011.20"
2016,06,1000 100,02021000,Frozen bovine carcasses and half carcasses,United Arab Emirates,,,"51,607.00","51,587.00","2,346,296.05","107,471.98"
2016,06,1000 100,12074090,--OTHER,Swaziland,,,"76,152.00","76,000.00","2,337,842.08","107,084.75"
2016,06,3052 505,52094200,--Denim,Guatemala,,,"53,755.56","53,232.44","2,335,249.25","106,965.98"
2016,06,1000 100,25232900,--other,Kenya,,,"1,001,600.00","1,000,000.00","2,324,653.84","106,480.66"
2016,06,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Saudi Arabia,,,"30,067.00","30,000.00","2,319,227.40","106,232.10"
2016,06,1071 100,07051100,"Cabbage lettuce, fresh or chilled",Somalia,,,"533,709.00","527,857.00","2,312,130.69","105,907.04"
2016,06,1000 100,12011000,-SEED,Kenya,,,"259,158.90","258,900.00","2,275,441.03","104,226.47"
2016,06,1000 100,12019000,-OTHER,Viet Nam,,,"220,440.00","220,000.00","2,223,586.64","101,851.28"
2016,06,1000 100,61091000,"-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED",United Kingdom,"66,878",UN,"11,672.00","10,919.00","2,222,352.26","101,794.74"
2016,06,3052 505,64059000,-Other,China,"8,186",2UN,"6,320.00","3,820.00","2,222,327.71","101,793.62"
2016,06,1000 100,07129090,---Other vegetables,Israel,,,"3,408.00","2,896.80","2,222,257.04","101,790.38"
2016,06,1000 100,08111000,"Strawberries, frozen",United Arab Emirates,,,"43,937.00","32,212.00","2,116,322.40","96,938.05"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Kuwait,,,"38,976.00","38,400.00","2,105,654.40","96,449.40"
2016,06,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,Pakistan,,,"30,060.00","30,000.00","2,094,883.20","95,956.03"
2016,06,1000 100,07139000,"Dried leguminous vegetables, shelled, nes",United Arab Emirates,,,"110,220.00","110,000.00","2,091,734.04","95,811.78"
2016,06,1000 100,25232900,--other,Somalia,,,"1,381,605.00","1,375,000.00","2,085,984.29","95,548.41"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Egypt,,,"168,369.60","168,000.00","2,070,911.10","94,857.99"
2016,06,1000 100,12079990,--OTHER,Netherlands,,,"75,076.00","75,000.00","2,054,527.12","94,107.52"
2016,06,1000 100,12074090,--OTHER,Canada,,,"57,394.80","57,000.00","2,024,779.67","92,744.94"
2016,06,1071 100,06031100,--Roses,United States,,,"26,208.95","23,063.81","2,002,121.69","91,707.09"
2016,06,1000 100,09011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Estonia,,,"38,880.00","38,400.00","1,983,351.31","90,847.31"
2016,06,1071 100,07061000,"Carrots and turnips, fresh or chilled",Somalia,,,"455,023.00","450,185.00","1,977,373.74","90,573.51"
2016,06,3052 505,62033900,"--MEN'S OR BOYS' JACKETS AND BLAZERS OF OTHER TEXTILES, NES",Germany,"2,880",UN,"1,794.60","1,482.86","1,974,487.48","90,441.31"
2016,06,1000 101,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",United Arab Emirates,,,"16,128.00","16,000.00","1,947,730.32","89,215.70"
2016,06,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Iraq,,,"16,032.00","16,000.00","1,947,730.32","89,215.70"
2016,06,1000 100,12019000,-OTHER,Canada,,,"200,000.00","200,000.00","1,933,553.60","88,566.33"
2016,06,1000 100,09093100,--NEITHER CRUSHED NOR GROUND,United Arab Emirates,,,"25,100.00","25,000.00","1,891,798.87","86,653.76"
2016,06,3052 505,62034900,"--MEN'S OR BOYS' TROUSERS, BREECHES OF OTHER TEXTILES, NES",United Kingdom,"21,500",UN,"7,400.00","5,160.00","1,888,077.20","86,483.29"
2016,06,1000 100,04090000,Natural honey,United Kingdom,,,"25,296.80","22,884.00","1,885,237.30","86,353.21"
2016,06,1000 100,07133300,"Dried kidney beans, incl. white pea beans, shelled",Belgium,,,"168,336.00","168,000.00","1,857,918.49","85,101.87"
2016,06,1000 100,61044200,"--DRESSES OF COTTON, KNITTED OR CROCHETED",Sudan,12,UN,"1,682.00","1,682.00","1,842,393.54","84,390.75"
2016,06,1000 100,13019000,"NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)",Saudi Arabia,,,"15,071.00","15,000.00","1,803,219.00","82,596.36"
2016,06,1000 100,01022910,---OX,Qatar,135,UN,"43,200.00","43,200.00","1,783,607.43","81,698.06"
2016,06,1000 100,73072900,"Tube or pipe fittings of stainless steel, nes",United Arab Emirates,,,"25,087.60","25,000.00","1,775,878.21","81,344.02"
2016,06,1071 100,09103000,Turmeric (curcuma),India,,,"75,150.00","75,000.00","1,771,508.62","81,143.87"
2016,06,3052 505,61071900,"--MEN'S OR BOYS' UNDERPANTS ETC. OF OTHER TEXTILES NES, KNITTED OR CROCHETED",United States,"75,360",UN,"31,692.23","29,049.23","1,742,343.04","79,807.94"
2016,06,3052 505,62104000,"Men's or boys' garments made up of fabrics of 59.03, 59.06 or 59.07",Italy,,,"3,883.96","3,054.24","1,740,198.24","79,709.70"
2016,06,3052 505,63029900,"Toilet linen and kitchen linen of other textiles, nes",Netherlands,,,"14,885.50","12,156.25","1,730,319.40","79,257.20"
2016,06,1000 100,12074090,--OTHER,Greece,,,"57,471.00","57,000.00","1,718,139.88","78,699.32"
2016,06,1000 100,81032000,".UNWROUGHT TANTALUM,INCLU.BARS AND RODS OBTAINED SIMPLY BY SINTERING;POWDER",China,,,"3,114.00","3,030.90","1,716,271.32","78,613.73"
2016,06,1000 100,09109900,"Other spices, nes",Sudan,,,"30,357.00","30,192.00","1,709,740.26","78,314.57"
2016,06,1000 100,09024000,"BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG",United Kingdom,,,"243,600.00","60,000.00","1,704,861.60","78,091.11"
2016,06,1000 100,02062900,Frozen edible bovine offal (excl. tongues and livers),Viet Nam,,,"56,029.00","55,339.00","1,700,616.66","77,896.67"
2016,06,1000 100,22030000,BEER MADE FROM MALT,United States,"52,272",LTR,"105,600.00","52,800.00","1,700,614.90","77,896.59"
2016,06,1000 100,09041200,"Pepper, crushed or ground",United States,,,"15,041.30","14,381.00","1,696,625.90","77,713.87"
2016,06,1000 100,19059020,---Fresh Injera,Sweden,,,"51,464.00","46,562.00","1,696,508.43","77,708.49"
